Batch ID,Product,Line ID,Shift,Operator,Start Time,End Time,Ambient Temp (°C),Step No.,Process Step,Raw Materials (kg),Lot Number(s),Quantity Deviation (%),Equipment Used,Equipment ID/Model,Control Parameter,Setpoint Value,Measured Value,Unit,Tolerance Range,Alarm (Y/N),Alarm Type,SPC Status,Sensor Calibrated (Y/N),Energy Consumption (kWh),Maintenance Flag (Y/N),Operator Notes,Quality Check (Y/N)
BRE-010,Bread,Line-1,C,Op-202,2025-01-06 14:40:00,2025-01-06 15:00:00,18.9,3,Fermentation,Dough (1000),Dough-LOT4853,0.06,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,32.7,°C,30 to 35,N,None,In Control,Y,7.36,N,Minor deviation corrected,Y
BRE-010,Bread,Line-1,C,Op-202,2025-01-06 14:40:00,2025-01-06 15:00:00,18.9,3,Fermentation,Dough (1000),Dough-LOT4853,0.06,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,81.44,%,75 to 85,N,None,In Control,N,7.75,N,Filter check done,Y
BRE-010,Bread,Line-1,C,Op-202,2025-01-06 15:00:00,2025-01-06 15:20:00,18.9,4,Baking,Fermented Dough (1000),Fermented Dough-LOT1296,-1.16,Industrial Oven,MIWE Aero,Oven Temp,230.0,240.1,°C,200 to 250,N,None,In Control,Y,8.8,N,Sensor recalibrated,Y
BRE-010,Bread,Line-1,C,Op-202,2025-01-06 15:00:00,2025-01-06 15:20:00,18.9,4,Baking,Fermented Dough (1000),Fermented Dough-LOT1296,-1.16,Industrial Oven,MIWE Aero,Baking Time,25.0,23.63,min,20 to 30,N,None,In Control,N,7.68,N,Minor deviation corrected,Y
BRE-011,Bread,Line-2,B,Op-404,2025-01-06 17:00:00,2025-01-06 17:20:00,19.0,1,Milling,Wheat (1000),Wheat-LOT6497,-1.71,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.4,mm,0.19999999999999998 to 0.4,N,None,Out of Control,Y,8.27,N,Sensor recalibrated,Y
BRE-011,Bread,Line-2,B,Op-404,2025-01-06 17:00:00,2025-01-06 17:20:00,19.0,1,Milling,Wheat (1000),Wheat-LOT6497,-1.71,Roller Mill,Bühler MDDK,Feed Rate,200.0,196.69,kg,190.0 to 210.0,N,None,In Control,N,8.11,N,Operator verified,Y
BRE-011,Bread,Line-2,B,Op-404,2025-01-06 17:20:00,2025-01-06 17:40:00,19.0,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT4256, Water-LOT3527, Yeast-LOT1333",-2.67,Dough Mixer,Diosna SP120,Rotation Speed,80.0,79.11,rpm,60 to 120,N,None,In Control,Y,7.03,N,Sensor recalibrated,Y
BRE-011,Bread,Line-2,B,Op-404,2025-01-06 17:20:00,2025-01-06 17:40:00,19.0,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT4256, Water-LOT3527, Yeast-LOT1333",-2.67,Dough Mixer,Diosna SP120,Dough Temp,26.0,25.5,°C,25 to 27,N,None,In Control,Y,7.11,N,Minor deviation corrected,Y
BRE-011,Bread,Line-2,B,Op-404,2025-01-06 17:40:00,2025-01-06 18:00:00,19.0,3,Fermentation,Dough (1000),Dough-LOT3626,3.17,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,32.8,°C,30 to 35,N,None,In Control,N,8.31,N,Minor deviation corrected,Y
BRE-011,Bread,Line-2,B,Op-404,2025-01-06 17:40:00,2025-01-06 18:00:00,19.0,3,Fermentation,Dough (1000),Dough-LOT3626,3.17,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,81.57,%,75 to 85,N,None,In Control,Y,8.1,N,All normal,Y
BRE-011,Bread,Line-2,B,Op-404,2025-01-06 18:00:00,2025-01-06 18:20:00,19.0,4,Baking,Fermented Dough (1000),Fermented Dough-LOT4004,-2.11,Industrial Oven,MIWE Aero,Oven Temp,230.0,248.0,°C,200 to 250,N,None,Out of Control,Y,6.41,N,Operator verified,Y
BRE-011,Bread,Line-2,B,Op-404,2025-01-06 18:00:00,2025-01-06 18:20:00,19.0,4,Baking,Fermented Dough (1000),Fermented Dough-LOT4004,-2.11,Industrial Oven,MIWE Aero,Baking Time,25.0,23.66,min,20 to 30,N,None,In Control,Y,6.92,N,Equipment stable,Y
BRE-012,Bread,Line-2,A,Op-101,2025-01-07 17:00:00,2025-01-07 17:20:00,22.2,1,Milling,Wheat (1000),Wheat-LOT7390,2.64,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,Y,7.13,N,Minor deviation corrected,Y
BRE-012,Bread,Line-2,A,Op-101,2025-01-07 17:00:00,2025-01-07 17:20:00,22.2,1,Milling,Wheat (1000),Wheat-LOT7390,2.64,Roller Mill,Bühler MDDK,Feed Rate,200.0,202.57,kg,190.0 to 210.0,N,None,In Control,Y,6.6,N,Equipment stable,Y
BRE-012,Bread,Line-2,A,Op-101,2025-01-07 17:20:00,2025-01-07 17:40:00,22.2,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT9783, Water-LOT8535, Yeast-LOT3587",-2.78,Dough Mixer,Diosna SP120,Rotation Speed,80.0,81.47,rpm,60 to 120,N,None,In Control,N,7.66,N,Minor deviation corrected,Y
BRE-012,Bread,Line-2,A,Op-101,2025-01-07 17:20:00,2025-01-07 17:40:00,22.2,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT9783, Water-LOT8535, Yeast-LOT3587",-2.78,Dough Mixer,Diosna SP120,Dough Temp,26.0,25.8,°C,25 to 27,N,None,In Control,Y,7.89,N,Equipment stable,Y
BRE-012,Bread,Line-2,A,Op-101,2025-01-07 17:40:00,2025-01-07 18:00:00,22.2,3,Fermentation,Dough (1000),Dough-LOT4271,4.18,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,32.8,°C,30 to 35,N,None,In Control,Y,8.62,N,Equipment stable,Y
BRE-012,Bread,Line-2,A,Op-101,2025-01-07 17:40:00,2025-01-07 18:00:00,22.2,3,Fermentation,Dough (1000),Dough-LOT4271,4.18,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,78.2,%,75 to 85,N,None,In Control,N,8.11,N,Routine maintenance soon,Y
BRE-012,Bread,Line-2,A,Op-101,2025-01-07 18:00:00,2025-01-07 18:20:00,22.2,4,Baking,Fermented Dough (1000),Fermented Dough-LOT2354,-0.44,Industrial Oven,MIWE Aero,Oven Temp,230.0,232.4,°C,200 to 250,N,None,In Control,Y,6.79,N,Routine maintenance soon,Y
BRE-012,Bread,Line-2,A,Op-101,2025-01-07 18:00:00,2025-01-07 18:20:00,22.2,4,Baking,Fermented Dough (1000),Fermented Dough-LOT2354,-0.44,Industrial Oven,MIWE Aero,Baking Time,25.0,24.77,min,20 to 30,N,None,In Control,N,6.43,N,Minor deviation corrected,Y
BRE-013,Bread,Line-2,A,Op-303,2025-01-07 08:00:00,2025-01-07 08:20:00,23.3,1,Milling,Wheat (1000),Wheat-LOT1835,0.82,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,6.45,N,Minor deviation corrected,Y
BRE-013,Bread,Line-2,A,Op-303,2025-01-07 08:00:00,2025-01-07 08:20:00,23.3,1,Milling,Wheat (1000),Wheat-LOT1835,0.82,Roller Mill,Bühler MDDK,Feed Rate,200.0,196.72,kg,190.0 to 210.0,N,None,In Control,Y,7.74,N,Minor deviation corrected,Y
BRE-013,Bread,Line-2,A,Op-303,2025-01-07 08:20:00,2025-01-07 08:40:00,23.3,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT2198, Water-LOT3302, Yeast-LOT7488",-2.03,Dough Mixer,Diosna SP120,Rotation Speed,80.0,69.13,rpm,60 to 120,N,None,In Control,N,7.45,N,Equipment stable,Y
BRE-013,Bread,Line-2,A,Op-303,2025-01-07 08:20:00,2025-01-07 08:40:00,23.3,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT2198, Water-LOT3302, Yeast-LOT7488",-2.03,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.2,°C,25 to 27,N,None,In Control,Y,8.56,N,Minor deviation corrected,Y
BRE-013,Bread,Line-2,A,Op-303,2025-01-07 08:40:00,2025-01-07 09:00:00,23.3,3,Fermentation,Dough (1000),Dough-LOT9009,-1.86,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,33.4,°C,30 to 35,N,None,In Control,Y,6.75,N,Adjustment required,Y
BRE-013,Bread,Line-2,A,Op-303,2025-01-07 08:40:00,2025-01-07 09:00:00,23.3,3,Fermentation,Dough (1000),Dough-LOT9009,-1.86,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,81.43,%,75 to 85,N,None,In Control,N,7.1,N,Routine maintenance soon,Y
BRE-013,Bread,Line-2,A,Op-303,2025-01-07 09:00:00,2025-01-07 09:20:00,23.3,4,Baking,Fermented Dough (1000),Fermented Dough-LOT7970,1.24,Industrial Oven,MIWE Aero,Oven Temp,230.0,212.9,°C,200 to 250,N,None,Out of Control,N,8.75,N,Adjustment required,Y
BRE-013,Bread,Line-2,A,Op-303,2025-01-07 09:00:00,2025-01-07 09:20:00,23.3,4,Baking,Fermented Dough (1000),Fermented Dough-LOT7970,1.24,Industrial Oven,MIWE Aero,Baking Time,25.0,24.26,min,20 to 30,N,None,In Control,Y,9.18,N,Filter check done,Y
BRE-014,Bread,Line-3,C,Op-303,2025-01-08 07:00:00,2025-01-08 07:20:00,27.6,1,Milling,Wheat (1000),Wheat-LOT8523,3.05,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,8.17,N,Adjustment required,Y
BRE-014,Bread,Line-3,C,Op-303,2025-01-08 07:00:00,2025-01-08 07:20:00,27.6,1,Milling,Wheat (1000),Wheat-LOT8523,3.05,Roller Mill,Bühler MDDK,Feed Rate,200.0,200.71,kg,190.0 to 210.0,N,None,In Control,N,8.79,N,All normal,Y
BRE-014,Bread,Line-3,C,Op-303,2025-01-08 07:20:00,2025-01-08 07:40:00,27.6,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT9596, Water-LOT3954, Yeast-LOT6233",-2.84,Dough Mixer,Diosna SP120,Rotation Speed,80.0,83.22,rpm,60 to 120,N,None,In Control,N,7.2,N,Equipment stable,Y
BRE-014,Bread,Line-3,C,Op-303,2025-01-08 07:20:00,2025-01-08 07:40:00,27.6,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT9596, Water-LOT3954, Yeast-LOT6233",-2.84,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.1,°C,25 to 27,N,None,In Control,N,7.16,N,All normal,Y
BRE-014,Bread,Line-3,C,Op-303,2025-01-08 07:40:00,2025-01-08 08:00:00,27.6,3,Fermentation,Dough (1000),Dough-LOT7001,2.7,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,31.7,°C,30 to 35,N,None,In Control,N,9.75,N,Sensor recalibrated,Y
BRE-014,Bread,Line-3,C,Op-303,2025-01-08 07:40:00,2025-01-08 08:00:00,27.6,3,Fermentation,Dough (1000),Dough-LOT7001,2.7,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,78.57,%,75 to 85,N,None,In Control,Y,8.66,N,Equipment stable,Y
BRE-014,Bread,Line-3,C,Op-303,2025-01-08 08:00:00,2025-01-08 08:20:00,27.6,4,Baking,Fermented Dough (1000),Fermented Dough-LOT9802,-0.1,Industrial Oven,MIWE Aero,Oven Temp,230.0,226.3,°C,200 to 250,N,None,In Control,N,6.43,N,Minor deviation corrected,Y
BRE-014,Bread,Line-3,C,Op-303,2025-01-08 08:00:00,2025-01-08 08:20:00,27.6,4,Baking,Fermented Dough (1000),Fermented Dough-LOT9802,-0.1,Industrial Oven,MIWE Aero,Baking Time,25.0,26.76,min,20 to 30,N,None,In Control,N,8.11,N,Equipment stable,Y
BRE-015,Bread,Line-1,B,Op-202,2025-01-08 06:00:00,2025-01-08 06:20:00,23.0,1,Milling,Wheat (1000),Wheat-LOT6935,0.23,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,7.02,N,Minor deviation corrected,Y
BRE-015,Bread,Line-1,B,Op-202,2025-01-08 06:00:00,2025-01-08 06:20:00,23.0,1,Milling,Wheat (1000),Wheat-LOT6935,0.23,Roller Mill,Bühler MDDK,Feed Rate,200.0,201.95,kg,190.0 to 210.0,N,None,In Control,Y,6.7,N,Operator verified,Y
BRE-015,Bread,Line-1,B,Op-202,2025-01-08 06:20:00,2025-01-08 06:40:00,23.0,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3432, Water-LOT4207, Yeast-LOT5512",-1.21,Dough Mixer,Diosna SP120,Rotation Speed,80.0,60.0,rpm,60 to 120,N,None,In Control,N,7.62,N,Equipment stable,Y
BRE-015,Bread,Line-1,B,Op-202,2025-01-08 06:20:00,2025-01-08 06:40:00,23.0,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT3432, Water-LOT4207, Yeast-LOT5512",-1.21,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.5,°C,25 to 27,N,None,In Control,N,7.67,N,Adjustment required,Y
BRE-015,Bread,Line-1,B,Op-202,2025-01-08 06:40:00,2025-01-08 07:00:00,23.0,3,Fermentation,Dough (1000),Dough-LOT7004,-3.08,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,31.3,°C,30 to 35,N,None,In Control,N,7.8,N,All normal,Y
BRE-015,Bread,Line-1,B,Op-202,2025-01-08 06:40:00,2025-01-08 07:00:00,23.0,3,Fermentation,Dough (1000),Dough-LOT7004,-3.08,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,76.55,%,75 to 85,N,None,In Control,N,9.35,N,Filter check done,Y
BRE-015,Bread,Line-1,B,Op-202,2025-01-08 07:00:00,2025-01-08 07:20:00,23.0,4,Baking,Fermented Dough (1000),Fermented Dough-LOT9008,0.35,Industrial Oven,MIWE Aero,Oven Temp,230.0,233.9,°C,200 to 250,N,None,In Control,N,7.05,N,Sensor recalibrated,Y
BRE-015,Bread,Line-1,B,Op-202,2025-01-08 07:00:00,2025-01-08 07:20:00,23.0,4,Baking,Fermented Dough (1000),Fermented Dough-LOT9008,0.35,Industrial Oven,MIWE Aero,Baking Time,25.0,25.91,min,20 to 30,N,None,In Control,Y,8.5,N,Routine maintenance soon,Y
BRE-016,Bread,Line-2,B,Op-101,2025-01-09 14:00:00,2025-01-09 14:20:00,24.5,1,Milling,Wheat (1000),Wheat-LOT1723,-2.1,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,Y,8.06,N,Routine maintenance soon,Y
BRE-016,Bread,Line-2,B,Op-101,2025-01-09 14:00:00,2025-01-09 14:20:00,24.5,1,Milling,Wheat (1000),Wheat-LOT1723,-2.1,Roller Mill,Bühler MDDK,Feed Rate,200.0,202.15,kg,190.0 to 210.0,N,None,In Control,N,7.27,N,Filter check done,Y
BRE-016,Bread,Line-2,B,Op-101,2025-01-09 14:20:00,2025-01-09 14:40:00,24.5,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT8411, Water-LOT7142, Yeast-LOT9904",1.51,Dough Mixer,Diosna SP120,Rotation Speed,80.0,97.58,rpm,60 to 120,N,None,In Control,N,9.05,N,Operator verified,Y
BRE-016,Bread,Line-2,B,Op-101,2025-01-09 14:20:00,2025-01-09 14:40:00,24.5,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT8411, Water-LOT7142, Yeast-LOT9904",1.51,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.2,°C,25 to 27,N,None,In Control,Y,9.36,N,Equipment stable,Y
BRE-016,Bread,Line-2,B,Op-101,2025-01-09 14:40:00,2025-01-09 15:00:00,24.5,3,Fermentation,Dough (1000),Dough-LOT9402,1.49,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,31.9,°C,30 to 35,N,None,In Control,N,7.98,N,Minor deviation corrected,Y
BRE-016,Bread,Line-2,B,Op-101,2025-01-09 14:40:00,2025-01-09 15:00:00,24.5,3,Fermentation,Dough (1000),Dough-LOT9402,1.49,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,76.86,%,75 to 85,N,None,In Control,Y,7.28,Y,Adjustment required,Y
BRE-016,Bread,Line-2,B,Op-101,2025-01-09 15:00:00,2025-01-09 15:20:00,24.5,4,Baking,Fermented Dough (1000),Fermented Dough-LOT8873,5.2,Industrial Oven,MIWE Aero,Oven Temp,230.0,224.9,°C,200 to 250,N,None,In Control,Y,5.81,Y,All normal,Y
BRE-016,Bread,Line-2,B,Op-101,2025-01-09 15:00:00,2025-01-09 15:20:00,24.5,4,Baking,Fermented Dough (1000),Fermented Dough-LOT8873,5.2,Industrial Oven,MIWE Aero,Baking Time,25.0,27.25,min,20 to 30,N,None,In Control,Y,7.56,N,Sensor recalibrated,Y
BRE-017,Bread,Line-2,C,Op-404,2025-01-09 07:00:00,2025-01-09 07:20:00,19.4,1,Milling,Wheat (1000),Wheat-LOT6897,0.07,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,Y,5.95,N,Operator verified,Y
BRE-017,Bread,Line-2,C,Op-404,2025-01-09 07:00:00,2025-01-09 07:20:00,19.4,1,Milling,Wheat (1000),Wheat-LOT6897,0.07,Roller Mill,Bühler MDDK,Feed Rate,200.0,197.19,kg,190.0 to 210.0,N,None,In Control,N,5.69,N,All normal,Y
BRE-017,Bread,Line-2,C,Op-404,2025-01-09 07:20:00,2025-01-09 07:40:00,19.4,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT4376, Water-LOT3787, Yeast-LOT2891",-0.99,Dough Mixer,Diosna SP120,Rotation Speed,80.0,85.53,rpm,60 to 120,N,None,In Control,N,8.01,N,Sensor recalibrated,Y
BRE-017,Bread,Line-2,C,Op-404,2025-01-09 07:20:00,2025-01-09 07:40:00,19.4,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT4376, Water-LOT3787, Yeast-LOT2891",-0.99,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.1,°C,25 to 27,N,None,In Control,N,8.19,N,Minor deviation corrected,Y
BRE-017,Bread,Line-2,C,Op-404,2025-01-09 07:40:00,2025-01-09 08:00:00,19.4,3,Fermentation,Dough (1000),Dough-LOT7726,-0.39,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,31.5,°C,30 to 35,N,None,In Control,N,6.24,N,Routine maintenance soon,Y
BRE-017,Bread,Line-2,C,Op-404,2025-01-09 07:40:00,2025-01-09 08:00:00,19.4,3,Fermentation,Dough (1000),Dough-LOT7726,-0.39,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,79.38,%,75 to 85,N,None,In Control,N,6.66,N,Sensor recalibrated,Y
BRE-017,Bread,Line-2,C,Op-404,2025-01-09 08:00:00,2025-01-09 08:20:00,19.4,4,Baking,Fermented Dough (1000),Fermented Dough-LOT3732,-2.87,Industrial Oven,MIWE Aero,Oven Temp,230.0,223.5,°C,200 to 250,N,None,In Control,N,8.42,N,Sensor recalibrated,Y
BRE-017,Bread,Line-2,C,Op-404,2025-01-09 08:00:00,2025-01-09 08:20:00,19.4,4,Baking,Fermented Dough (1000),Fermented Dough-LOT3732,-2.87,Industrial Oven,MIWE Aero,Baking Time,25.0,23.64,min,20 to 30,N,None,In Control,Y,7.99,N,Adjustment required,Y
BRE-018,Bread,Line-1,B,Op-404,2025-01-10 16:00:00,2025-01-10 16:20:00,19.1,1,Milling,Wheat (1000),Wheat-LOT2153,2.52,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,Y,7.47,N,Filter check done,Y
BRE-018,Bread,Line-1,B,Op-404,2025-01-10 16:00:00,2025-01-10 16:20:00,19.1,1,Milling,Wheat (1000),Wheat-LOT2153,2.52,Roller Mill,Bühler MDDK,Feed Rate,200.0,200.42,kg,190.0 to 210.0,N,None,In Control,N,7.57,N,All normal,Y
BRE-018,Bread,Line-1,B,Op-404,2025-01-10 16:20:00,2025-01-10 16:40:00,19.1,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT5690, Water-LOT4726, Yeast-LOT1285",-0.27,Dough Mixer,Diosna SP120,Rotation Speed,80.0,72.89,rpm,60 to 120,N,None,In Control,N,8.26,N,Adjustment required,Y
BRE-018,Bread,Line-1,B,Op-404,2025-01-10 16:20:00,2025-01-10 16:40:00,19.1,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT5690, Water-LOT4726, Yeast-LOT1285",-0.27,Dough Mixer,Diosna SP120,Dough Temp,26.0,25.8,°C,25 to 27,N,None,In Control,Y,8.04,N,Routine maintenance soon,Y
BRE-018,Bread,Line-1,B,Op-404,2025-01-10 16:40:00,2025-01-10 17:00:00,19.1,3,Fermentation,Dough (1000),Dough-LOT4073,2.55,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,31.0,°C,30 to 35,N,None,In Control,Y,7.9,N,Filter check done,Y
BRE-018,Bread,Line-1,B,Op-404,2025-01-10 16:40:00,2025-01-10 17:00:00,19.1,3,Fermentation,Dough (1000),Dough-LOT4073,2.55,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,80.02,%,75 to 85,N,None,In Control,Y,6.9,N,Filter check done,Y
BRE-018,Bread,Line-1,B,Op-404,2025-01-10 17:00:00,2025-01-10 17:20:00,19.1,4,Baking,Fermented Dough (1000),Fermented Dough-LOT3039,-0.99,Industrial Oven,MIWE Aero,Oven Temp,230.0,230.6,°C,200 to 250,N,None,In Control,N,5.64,N,Adjustment required,Y
BRE-018,Bread,Line-1,B,Op-404,2025-01-10 17:00:00,2025-01-10 17:20:00,19.1,4,Baking,Fermented Dough (1000),Fermented Dough-LOT3039,-0.99,Industrial Oven,MIWE Aero,Baking Time,25.0,26.67,min,20 to 30,N,None,In Control,Y,7.12,N,Minor deviation corrected,Y
BRE-019,Bread,Line-1,B,Op-303,2025-01-10 11:00:00,2025-01-10 11:20:00,25.0,1,Milling,Wheat (1000),Wheat-LOT7214,4.17,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,N,8.99,N,Routine maintenance soon,Y
BRE-019,Bread,Line-1,B,Op-303,2025-01-10 11:00:00,2025-01-10 11:20:00,25.0,1,Milling,Wheat (1000),Wheat-LOT7214,4.17,Roller Mill,Bühler MDDK,Feed Rate,200.0,201.14,kg,190.0 to 210.0,N,None,In Control,Y,7.78,Y,Routine maintenance soon,Y
BRE-019,Bread,Line-1,B,Op-303,2025-01-10 11:20:00,2025-01-10 11:40:00,25.0,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT6908, Water-LOT1674, Yeast-LOT4061",-1.89,Dough Mixer,Diosna SP120,Rotation Speed,80.0,75.99,rpm,60 to 120,N,None,In Control,Y,6.95,N,Minor deviation corrected,Y
BRE-019,Bread,Line-1,B,Op-303,2025-01-10 11:20:00,2025-01-10 11:40:00,25.0,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT6908, Water-LOT1674, Yeast-LOT4061",-1.89,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.0,°C,25 to 27,N,None,In Control,Y,7.85,Y,Equipment stable,Y
BRE-019,Bread,Line-1,B,Op-303,2025-01-10 11:40:00,2025-01-10 12:00:00,25.0,3,Fermentation,Dough (1000),Dough-LOT7657,5.78,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,32.3,°C,30 to 35,N,None,In Control,N,9.15,N,Adjustment required,Y
BRE-019,Bread,Line-1,B,Op-303,2025-01-10 11:40:00,2025-01-10 12:00:00,25.0,3,Fermentation,Dough (1000),Dough-LOT7657,5.78,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,80.93,%,75 to 85,N,None,In Control,Y,8.12,N,Filter check done,Y
BRE-019,Bread,Line-1,B,Op-303,2025-01-10 12:00:00,2025-01-10 12:20:00,25.0,4,Baking,Fermented Dough (1000),Fermented Dough-LOT5029,-1.94,Industrial Oven,MIWE Aero,Oven Temp,230.0,225.2,°C,200 to 250,N,None,In Control,Y,7.08,N,Operator verified,Y
BRE-019,Bread,Line-1,B,Op-303,2025-01-10 12:00:00,2025-01-10 12:20:00,25.0,4,Baking,Fermented Dough (1000),Fermented Dough-LOT5029,-1.94,Industrial Oven,MIWE Aero,Baking Time,25.0,26.94,min,20 to 30,N,None,In Control,Y,7.87,Y,All normal,Y
BRE-020,Bread,Line-3,C,Op-202,2025-01-11 18:00:00,2025-01-11 18:20:00,21.2,1,Milling,Wheat (1000),Wheat-LOT8042,-0.5,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,Y,7.85,N,Minor deviation corrected,Y
BRE-020,Bread,Line-3,C,Op-202,2025-01-11 18:00:00,2025-01-11 18:20:00,21.2,1,Milling,Wheat (1000),Wheat-LOT8042,-0.5,Roller Mill,Bühler MDDK,Feed Rate,200.0,200.92,kg,190.0 to 210.0,N,None,In Control,Y,7.67,N,Operator verified,Y
BRE-020,Bread,Line-3,C,Op-202,2025-01-11 18:20:00,2025-01-11 18:40:00,21.2,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT1193, Water-LOT6789, Yeast-LOT5278",0.28,Dough Mixer,Diosna SP120,Rotation Speed,80.0,73.61,rpm,60 to 120,N,None,In Control,Y,9.44,N,All normal,Y
BRE-020,Bread,Line-3,C,Op-202,2025-01-11 18:20:00,2025-01-11 18:40:00,21.2,2,Mixing,"Flour (600), Water (350), Yeast (20)","Flour-LOT1193, Water-LOT6789, Yeast-LOT5278",0.28,Dough Mixer,Diosna SP120,Dough Temp,26.0,26.1,°C,25 to 27,N,None,In Control,N,8.48,N,Sensor recalibrated,Y
BRE-020,Bread,Line-3,C,Op-202,2025-01-11 18:40:00,2025-01-11 19:00:00,21.2,3,Fermentation,Dough (1000),Dough-LOT4673,2.85,Proofing Chamber,WP Bakery FER-200,Chamber Temp,32.0,30.5,°C,30 to 35,N,None,In Control,Y,7.84,N,Routine maintenance soon,Y
BRE-020,Bread,Line-3,C,Op-202,2025-01-11 18:40:00,2025-01-11 19:00:00,21.2,3,Fermentation,Dough (1000),Dough-LOT4673,2.85,Proofing Chamber,WP Bakery FER-200,Relative Humidity,80.0,82.59,%,75 to 85,N,None,In Control,N,8.53,N,Sensor recalibrated,Y
BRE-020,Bread,Line-3,C,Op-202,2025-01-11 19:00:00,2025-01-11 19:20:00,21.2,4,Baking,Fermented Dough (1000),Fermented Dough-LOT6641,1.61,Industrial Oven,MIWE Aero,Oven Temp,230.0,229.7,°C,200 to 250,N,None,In Control,N,8.4,Y,Operator verified,Y
BRE-020,Bread,Line-3,C,Op-202,2025-01-11 19:00:00,2025-01-11 19:20:00,21.2,4,Baking,Fermented Dough (1000),Fermented Dough-LOT6641,1.61,Industrial Oven,MIWE Aero,Baking Time,25.0,26.24,min,20 to 30,N,None,In Control,Y,8.43,N,Filter check done,Y
BRE-021,Bread,Line-2,B,Op-202,2025-01-11 11:00:00,2025-01-11 11:20:00,19.9,1,Milling,Wheat (1000),Wheat-LOT4137,2.26,Roller Mill,Bühler MDDK,Roller Gap,0.3,0.3,mm,0.19999999999999998 to 0.4,N,None,In Control,Y,6.49,N,Filter check done,Y
